region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other	Other
sector	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other
impact																																																
Value Added	0.959881730595	0.951811162713	0.955163799602	0.924296387469	0.94267307976	0.969297039639	0.96753471179	0.953689340852	0.96955893333	0.906681401495	0.92097624545	0.707566788062	0.916568092968	0.955601094744	0.958864082237	0.943587655295	0.980661988911	0.976232356796	0.969976713049	0.987132379593	0.972679412541	0.987607067583	0.977391762463	0.968281315802	0.953432141642	0.956066792939	0.958875187083	0.898306423971	0.943264045671	0.962193260762	0.964560937444	0.937822494043	0.988527794022	0.975217635338	0.96645200217	0.969642817525	0.971581967832	0.97099874394	0.972374903449	0.94512766437	0.984129808367	0.978803528058	0.967605202123	0.959910171013	0.966825444954	0.968380194663	0.966302365489	0.953833570359
Employment	0.115238764365	0.0242114324983	0.0403813600727	0.0199087158998	0.0272643017631	0.0357144830953	0.0297213813359	0.0282798661436	0.502604996375	0.0706053163342	0.0983560735681	0.0274999518062	0.0439574220424	0.0846608275262	0.0661008622093	0.0567448276744	0.0834242173273	0.0209991127209	0.0360991269298	0.0153365252345	0.0212620784849	0.032570406668	0.0192582935857	0.0231927897437	0.0231004159834	0.00905578945731	0.0257098458873	0.00986624573672	0.0116923648675	0.0213324007485	0.0174580998084	0.0157026776738	0.864779274815	0.104752790363	0.250346470604	0.148760593518	0.302787275694	0.191644750694	0.174553617439	0.178343420716	0.46868163825	0.0801837114085	0.189927489093	0.121867278854	0.213388127439	0.117826004625	0.104622093775	0.0912174705746
Employment hour	243936.38556	49368.8196844	82376.7693481	40023.7144162	54666.1911752	69231.0805702	58716.2180697	52307.9461211	1041118.59094	161372.022065	218116.791687	62322.1869603	99746.3051825	199853.671592	154622.52244	128559.448001	174722.53083	46959.7757804	77771.3452915	31570.0355012	45053.4454576	68004.9725455	42044.0199274	47038.1581267	48259.7444214	18888.5650234	52766.9089598	20268.0156597	24541.3339207	40730.6598068	35322.2074828	29330.9786578	2033529.1021	233796.228791	572082.356025	337254.280177	695637.17519	420545.812504	377886.898301	386862.97803	768203.511904	184857.48082	412233.05963	276392.571068	478990.717312	262077.510823	238855.131269	207425.394394
GHG emissions (GWP100) | Problem oriented approach: baseline (CML, 2001) | GWP100 (IPCC, 2007)	1736876.88324	2190793.34494	640651.796739	891387.082857	1088062.5316	251155.613272	475639.482005	216582.281184	1841391.83552	2760436.98026	1359947.5737	1970777.44962	3531461.01032	518202.476027	680751.089464	453565.770608	2718170.07063	1461312.24656	817082.975892	2039083.85878	1626019.64445	197323.440653	380313.048892	208398.84109	3273733.63355	1062246.57157	800185.008824	2766994.71428	4231770.10855	350430.162792	471661.240421	224386.30764	3782253.89988	2038834.63714	1550021.40767	3220939.11394	2462249.89194	708051.010918	600774.507453	870042.572881	2901734.29644	1907039.49986	1511684.55088	6867426.65824	1624699.28278	709636.082492	1040292.86384	657479.547085
Human toxicity (USEtox) | USEtox2008 | CTUh (Rosenbaum et al., 2008)	0.288204795232	0.219743933489	0.728825871492	0.183421853562	0.277376665658	0.20156148341	0.891704524388	0.122254788071	0.207461265803	0.354559303142	0.922473766544	0.193687652741	0.263232540789	0.327231705211	1.1295196764	0.2136100935	0.137947496228	0.166179113323	0.769848415613	0.109796927537	0.169111935856	0.125282946285	0.285341877348	0.0855069145454	0.127886959915	0.0621520741752	0.286178974679	0.0726318403537	0.0904723165193	0.109365899282	0.181297538393	0.0635821882046	0.162346648854	0.406665191134	2.2927710734	0.349710262595	0.644301729236	0.447484314443	0.473877729914	0.291392727228	0.177036161825	0.260811278231	1.8448508471	0.273952867887	0.337857922629	0.389230293194	1.10335111949	0.231331179769
Fresh water Ecotoxicity (USEtox) | USEtox2008 | CTUe (Rosenbaum et al., 2008)	170257.914137	115435.405043	377156.332186	113647.439728	176143.422761	117420.997398	663276.888954	75967.4799105	112241.697977	187633.569123	431453.584167	117662.693516	143046.733792	171463.372835	818266.852814	116459.549399	94971.0405054	102870.903947	459692.172154	66668.3849234	100886.332392	75455.0251799	207145.85935	53106.2478212	76056.2072077	33711.0166083	119643.761809	37966.3664936	49461.7113894	55924.1950097	117941.156736	34063.6232393	100428.642247	242613.499992	1395567.11767	223322.239359	402849.553762	269246.101234	302389.979037	175906.87563	119099.487355	164323.902006	1115908.20193	198195.465243	212009.971806	236219.397111	814288.831752	146518.593311
EPS | Damage Approach | EPS (Steen, 1999))	646927.638258	454016.760924	1170205.07327	314854.343438	397026.39466	281041.92498	235569.981716	153559.613035	933403.181818	1458938.71837	3813657.94352	785049.609924	1166834.08102	1112687.99212	753358.507655	686853.371093	683042.065531	522363.138865	1857574.48332	432067.026998	542432.014767	297980.563984	223096.183639	187578.965238	746234.117671	260455.308887	708182.759734	465907.490825	675024.623449	284890.512671	290190.570111	160097.800149	853441.950639	1107574.63039	5082970.89542	1088468.18217	1642852.18551	1054751.21292	853260.502411	711236.159602	836986.257058	765315.944566	4202280.7315	1288937.76542	821697.871673	890900.500835	666790.857663	497289.927739
Carcinogenic effects on humans (H.A) | ECOINDICATOR 99 (H.A) | Carcinogenic effects on humans (H.A)	0.107240706533	0.0793649236229	0.209467716192	0.0715456968506	0.117152996479	0.0731586944932	0.529604709443	0.051226526353	0.0757729609801	0.119570088086	0.2623666906	0.0761194782415	0.0854968510435	0.109664751142	0.650033387595	0.0784003918947	0.0557938609996	0.045150679687	0.187836196311	0.0405164935598	0.0467538319579	0.0343562242103	0.152335755511	0.0278821451746	0.0508769806737	0.018068967923	0.0619111412285	0.0197804019228	0.025786783056	0.0282966395414	0.0772114793957	0.0185978561823	0.0436183853236	0.0978354606866	0.527109403333	0.109420609111	0.159168416433	0.110348063538	0.158975357681	0.0748191097657	0.0686400663842	0.0784487082963	0.447860961419	0.179969464722	0.118446417043	0.126823801888	0.620418054381	0.0860558835469
