region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other	Other
sector	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other
stressor																																																
Indeno - non combustion - Production of coke oven coke - air	621.241420315	1673.59764112	250641.762742	4067.81366908	1499.79913267	6713.90167198	3581.40552582	13608.4098287	0.005211346479	15.9704556199	3046526.49228	9.66695579839	9.63968530275	1186.81750589	0	27.7672196257	78.9495487018	2102.33643433	160220.417897	677.582649604	257.136657836	2238.05415877	515.699361203	2581.99560592	0.51984630567	0	7782.37396958	0	0	430.979692338	0.125190240725	171.001301537	11.9644020392	2761.81448973	15471.9105349	994.854179003	191.952419101	2102.88862955	952.31375838	12739.0037464	14.5609821773	2872.25623982	20043.8226098	1045.1868257	424.841990367	3673.73451781	897.009312273	1356.24788747
Indeno - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	19887.9511465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NH3 - non combustion - N- fertilizer production - air	630339.521586	2590127.89535	24723221.6147	177097.238933	58440.8390421	968387.38178	183251.945242	1132900.02105	1146146.57747	4.80439373982	53271615.6015	708.738796571	1111.64684445	91921.1122259	0	25823.3052491	1997187.83603	1044444.47005	36662732.3288	622209.96391	192831.238357	785144.75724	44694.9126805	1265292.10799	0	0	0	0	0	0	0	0	896752.993916	307746.981853	980825.518129	73676.0156407	19618.4655735	154334.818723	9265.01362505	190956.65105	3497771.82978	1779439.92161	14535146.3155	777685.576024	213021.327203	1066550.91998	22842.8249788	1497446.95652
NMVOC - non combustion - Beef and veal - air	20796.1973388	4280.4685626	2032151.32719	1347.86184594	238.894661974	63617.682218	8985.08315148	39264.12044	359.880462926	0.000496397145025	203460.921843	10.8441261681	7.15022809521	974.357384746	0	823.924555798	150327.949755	1225.9251929	8874673.58503	9405.93197116	2438.84857713	104605.534033	6611.62946778	63817.3984578	5440.1916494	0	535696.146299	0	0	77874.3751437	78.7159910763	11787.713774	238294.553815	4887.95730068	799730.386998	6378.0659912	2790.14679917	33768.9854139	4802.97120731	38017.9014838	3463.71149956	194.10022025	70634.9364437	234.734622382	103.124307398	2602.36597456	191.082721862	1961.55966562
NMVOC - non combustion - Coil coating (coating of aluminum and steel) - air	1658.85479414	3635.32254146	7618992.63347	6953.24682208	2946.9835408	108366.301711	16715.6240399	134406.931439	10.3512886941	6.17071728287	6790995.4139	362.694447954	410.084517072	6385.8097351	1.49307226217	1915.69217944	727.483881082	12348.1189955	8935868.5088	1620.91227271	134.031004752	18677.5950938	940.045534969	25269.951499	0	0	449952.173041	388.295700251	0	930.720369982	0	21054.7418567	2121.34341065	3093.31391044	647799.330981	1063.39086974	391.219946403	9340.35519366	1161.73476076	17228.056943	2983.38547312	6866.29425452	1682919.63918	2159.4072404	647.439513888	30894.7819771	3733.19846292	15211.2421013
NMVOC - non combustion - Decorative paint applicatoin - air	16446603.7411	3273485.85956	185250080.655	4786318.94482	906901.101839	19181080.7439	2869364.94438	113505180.659	5188668.07712	4258280.97008	360627517.159	693180.712228	198423.343512	7467738.11336	894063.153257	147261090.083	10548818.921	4005888.61506	298530281.4	4859325.66836	569191.901958	15808327.6774	1035271.95692	101053651.232	3026987.74985	1596138.5336	16266171.2338	92912.8459707	14261.2087585	4881988.50324	429748.243959	12031527.44	1301333.70228	1141492.38805	6639906.5405	38306.3641219	1524.18370718	2040650.01851	781499.321085	2617250.90735	730637.443546	1294888.31156	5514137.12659	36805.8961487	4385.66217032	7463822.16643	357331.501413	14862935.5989
NMVOC - non combustion - Degreasing - air	8676514.86723	3563005.35999	134883340.417	2646646.80682	606006.514767	10417067.7301	2234670.32814	57049772.3631	2939093.69124	2430212.00864	205680801.557	397637.899753	113721.654471	4214843.20785	493924.484434	83964532.3204	9864103.69766	3067946.01021	194703466.727	4747121.18491	360047.065479	12227096.0624	710967.973276	65705781.7756	1737671.17308	916278.540675	9337750.65681	53337.5049371	8186.78283524	2802552.03867	246701.076093	6906813.01952	1332443.83403	1168781.29829	6798642.4335	39222.129258	1560.62136792	2089434.5008	800182.113057	2679819.8091	725809.232612	1325669.93355	5523816.09182	37392.230702	4398.97627083	7513164.53749	354872.902075	14929193.9843
NMVOC - non combustion - Diesel distribution - transport and depots (used in mobile sources) - air	49909.9913091	131773.978716	16213304.7645	23612.7237073	6132.55799846	167545.133856	106434.218392	208997.978888	0.0182914052198	1471.10412055	15812810.6076	370.646541831	730.987061773	36878.1907663	1.17884452419e-05	3109.00097308	12.3109487928	1096909.14737	15473011.1623	882.920154765	260.052981109	15802.0422909	3241.01820824	37734.6526346	63.0444751257	0	728250.417034	0	0	49606.3179076	15.1824739953	19342.8178732	10.4620650694	232592.426823	1090772.30477	1455.31169154	771.278729207	13336.6478198	2096.32292739	82018.901536	326.586392981	666064.785652	2923723.06474	5194.05300958	1541.79198424	55559.2564027	4565.9038637	65993.54797
NMVOC - non combustion - Diesel distribution - transport and depots (used in stationary sources) - air	11435.4832048	32688.5557721	3759566.87932	4867.0066447	1384.32083076	32126.5265955	38171.4386878	66806.9848229	0.00104819724356	84.2164962662	2868550.64467	100.197745978	198.408148121	2760.23400621	3.20587102185e-06	495.205421281	2.54472472542	198958.753038	3150433.27496	182.109277826	53.6223667504	3259.27853375	849.616361105	8535.52291573	12.9144054063	0	149179.148595	0	0	10161.6533232	3.11006831057	3962.29790502	2.15725537053	47960.0593745	224914.908948	300.082148366	159.036019153	2749.98816613	432.257289882	16912.1215219	69.2671546	138880.89323	614595.698336	1094.96950355	325.869542015	11733.0871477	961.34086048	13817.1702708
NMVOC - non combustion - Dry cleaning - air	3054611.31904	586731.57441	36005304.0858	926109.809748	242110.2147	3710001.02329	529785.293449	21922238.4136	662206.36768	550982.572402	46606356.3006	90551.6174448	25876.262509	946976.75548	108996.640266	19022549.7656	1370927.58693	522188.851568	38994202.9848	631045.052522	74374.2897968	2060419.01102	135144.37656	13200159.7723	395939.093468	208779.716427	2127664.07556	12153.2794466	1865.40895909	638578.766099	56212.3616594	1573759.94266	168851.926254	148112.039356	861547.662641	4970.36490984	197.767378553	264780.42168	101401.866025	339596.10546	94854.4266195	168016.024737	715760.832192	4776.35994079	569.266387433	968754.491036	46390.5058194	1929184.90917
NMVOC - non combustion - Extraction, proc. and distribution of gaseous fuels - air	292702.00843	138500978.964	18837224.7372	680461.049467	405588.639692	8192780.91104	3592927.30493	29891120.5882	12.6975546847	204487723.772	258813.95097	5334.15043073	3443.30218537	417112.010778	0	3542.69692673	18814.8243799	233902165.097	48845468.3843	755648.868688	45207.6898303	720461.920979	88133.2021184	2938172.85714	0	12757513.6795	0	0	0	593476.199019	0	901661.396453	70695.2882328	18340911.7284	3396492.37738	66952.4833023	23703.0727812	604040.111365	54361.6471946	3284994.43163	39149.0729135	36910929.7096	23875385.1825	96074.8670951	39063.0350459	1044216.16648	89140.2806027	3306172.94827
NMVOC - non combustion - Extraction, proc. and distribution of liquid fuels - air	4068900.40447	1085021692.16	17238011.0347	4927398.02049	1071461.92711	29966814.5677	10389719.6439	24825279.1627	17.2810934241	1031568074.67	359126.738058	81611.983297	3931.65118782	1579518.80324	0	7127.92437227	6721.03460153	986674595.42	65332176.7904	3278544.55612	70328.7927112	358118.542568	79037.6395346	2854427.70862	0	47598592.3101	0	0	0	808146.821507	0	1333172.01245	56888.8190007	70478431.8694	5220951.48642	54587.3779431	31614.4043653	569708.702723	90925.6602828	2105251.24675	148338.486298	239004805.271	15530115.7809	182276.435417	57148.933348	519971.641552	142464.161035	2342650.05926
NMVOC - non combustion - Extraction/production of (natural) gas - air	438551.909547	117964010.609	12052066.4187	430175.431097	176788.227018	4710541.2309	1230486.17776	6068897.51476	0.137507910455	35140549.1414	4280.71553537	58.126519842	38.2497746296	1410.34015525	0	29.9991626716	13393.8419536	114311878.139	23401936.9759	861770.671231	26690.9590528	516612.98632	62728.2548425	1990036.6187	0	6611215.41133	0	0	0	307552.011449	0	467260.147219	108426.301692	22240110.839	5208446.74269	102692.243287	36355.9586837	771302.734947	82057.531672	2572233.66442	60131.3667247	67371649.4438	40612428.2832	162590.035154	61563.6385492	1873667.08678	165464.186306	5728125.60672
NMVOC - non combustion - Extraction/production of crude oil - air	1181352.57791	353287629.89	4477022.32495	956527.100472	380691.769069	8194155.24381	2016032.16396	7132331.59207	0.510910609738	152555121.913	10617.4798209	345.191873964	116.238148613	4981.28633573	0	100.532986358	7471.0718228	436841526.789	19925178.1591	972202.165115	27632.0277794	355352.087407	88696.3520062	1763447.91866	0	10320223.3932	0	0	0	175220.638419	0	289055.459882	171607.001103	212600517.08	15749172.5655	164664.628154	95365.8947415	1718545.11474	274280.256798	6350559.90565	156910.505663	595538923.491	50963430.5187	288553.581995	74102.5356175	2129022.5646	363046.168789	7958175.43882
NMVOC - non combustion - Fat, edible and non-edible oil extraction - air	215773.915606	303889.246034	70184049.4909	76750.6537955	11100.3387812	1557061.6507	162005.061948	843675.173302	355411.990255	4.27442498967	47832351.9939	1879.90135115	2914.05977504	53360.3058164	0	11593.4567229	2398642.37005	862596.028104	250840781.077	239957.637069	40418.4563315	1322442.49561	120374.534512	1250515.29976	0	0	3303521.67299	0	0	0	0	48814.1607567	5890446.32484	916793.270977	55077946.9183	417541.996413	133251.353528	1013604.45904	126490.318265	2370845.53713	9280295.86345	1669769.37163	147205064.049	541756.112164	100303.39864	2080585.57483	216920.763507	2075724.87073
NMVOC - non combustion - Fish, dried, salted or in brine; smoked fish; edible fish meal - air	4008.75466086	789.085670842	138161.837063	340.600870508	76.0550647059	4237.07986191	914.668537899	6888.28533894	426.948028082	0.00154228053144	181350.977616	0.0349784013765	0.0224010954193	2.89013265598	0	2.5097471973	19494.2083835	2496.42334091	219412.299075	690.109670055	112.209137835	5410.76175207	466.346349621	4347.11555495	0	0	0	0	0	0	0	0	32269.6598561	2402.00766896	153296.729401	1254.93755713	302.877975686	3891.47865001	532.966780983	7048.99001408	1224.76164448	50.5247555356	22308.5937539	56.0507057656	20.6427306706	224.624012575	25.3615869983	390.600291206
NMVOC - non combustion - Fish, fish fillets, other fish meat and fish livers and roes, frozen - air	29346.7082966	2913.61393831	1654063.47814	1440.14290018	287.116972648	18655.5482954	6445.06266123	35987.406625	5508.69986587	0.0173340629394	3321790.69242	2.5745965175	3.83103239965	149.003448531	0	29.1128424851	26173.1976473	3664.25214516	723020.708538	1013.16188977	164.667320311	7910.14697259	646.345644573	6237.34333324	1105.17619839	0	5616.10532083	0	0	632.80296222	2.47951908914	324.555999472	48791.7355512	3626.47963722	243198.0933	1894.50519433	457.237011456	5931.44491768	807.63232359	13469.3647103	28251.3308926	1137.41916213	498768.792503	1301.01989885	464.793486401	5158.28374669	567.085539591	8796.98941166
NMVOC - non combustion - Fish, otherwise prepared or preserved; caviar - air	16964.7771882	3481.7624726	692681.054012	1768.85900083	308.490605108	34704.7511487	3775.00025983	35160.8480128	1963.64613725	0.00513409835697	392547.707846	1.78348929243	2.80979884352	98.6642067905	0	9.04151447032	9131.7953934	1239.4053427	262865.514945	362.616377217	55.695802903	2756.57382674	222.870466787	2208.15611014	0	0	0	0	0	0	0	0	21355.6267151	1587.57792854	105792.950596	829.374100937	200.168643732	2593.41446131	353.390034625	5734.73136232	31483.4848309	1273.2601098	559055.728936	1448.21298732	520.286242673	5753.13099842	635.617649673	9846.8227274
NMVOC - non combustion - Flexography and rotogravure in packaging - air	10894172.145	4442025.48754	157332837.321	3483882.99462	548713.471763	12918764.3173	3252086.14381	69076577.2156	3295751.93541	2761099.47447	233423948.751	455842.091839	130161.458947	4696792.22113	529283.53641	95245396.2144	9366715.98153	3126907.16836	211501437.504	4443707.02229	396163.545168	12415848.7479	756149.28574	71465842.8545	1994477.30714	1051693.08481	10717753.7806	61220.1231537	9396.68726533	3216734.28771	283160.419266	7927553.86954	1228830.0664	1077894.28995	6269965.02184	36172.1300886	1439.26401262	1926955.47142	737958.189306	2471431.11765	675785.879701	1222633.12363	5129428.54494	34569.0235327	4083.2474801	6966080.25944	330443.636453	13851466.857
NMVOC - non combustion - Gasoline distribution - service stations - air	923050.911509	2232448.37372	169879508.304	185268.084416	70918.7561454	3144313.51946	1316346.51146	2531734.32666	0.223544545191	19484.4855601	241150537.804	3455.53003891	6802.27939875	475839.974243	0.000128134500998	36720.3715543	423.495650503	61028380.4905	924399641.707	38656.8444742	11429.8340621	643819.224959	123021.302173	1549800.67694	861.760783806	0	10556611.9461	0	0	678151.962554	207.530646646	267993.404686	4399.37353675	10544428.0024	48075916.7609	67961.923371	35627.7925783	564621.037783	116459.726832	3567254.78425	11186.0957905	27481935.9488	125852958.018	217739.016509	61652.9745674	2114627.18837	189161.06241	2731502.0708
NMVOC - non combustion - Gasoline distribution - transport and depots (used in mobile sources) - air	528110.202735	1454038.11019	133383608.002	144313.151977	52468.1694615	2125096.99686	1301628.63115	2164710.02408	0.10033818307	8744.29723053	176169969.386	2104.75728533	4152.89659754	217924.572646	7.83156733933e-05	17014.4165704	302.874882693	43307817.5925	678903789.412	27646.5347908	8174.36884335	460445.513438	105226.293261	1174605.48185	1351.23763243	0	16552727.3931	0	0	1063339.69882	325.407264869	420212.639585	3146.33631369	7541145.67768	34382850.5252	48604.8901426	25480.2227247	403804.691692	83289.464864	2551223.07167	8162.46380222	19795929.1519	91260944.7554	158198.337557	44869.6814285	1537331.70237	137253.986571	1973490.693
NMVOC - non combustion - Gasoline distribution - transport and depots (used in stationary sources) - air	273019.196067	675626.872142	71620936.4113	81907.1067949	26564.8331583	1322106.84648	866159.739605	1411646.04427	0.0287683467732	2497.90000063	258145295.166	4430.52344712	8790.96320343	92345.6117699	0.000166225745369	3953.39090366	82.7709627328	2316133.31819	61776288.8662	7555.36504221	2233.92700273	125832.548723	22715.9734839	297797.517431	21.1581905644	0	259188.874065	0	0	16650.1756925	5.09535018555	6579.8486458	859.84444616	2060877.02718	9396294.64869	13282.9553737	6963.34587674	110353.499076	22761.7065205	697209.315975	2165.77221134	5353394.07564	24439216.7634	42243.6410695	11951.757779	410139.881712	36722.0888608	531339.958519
NMVOC - non combustion - Industrial application of adhesives (use of high performance solvent based adhesives) - air	5781789.94613	1354917.60753	75928177.5542	1872517.84628	397426.187762	7183450.8793	1150862.23525	42697579.313	1365264.55669	1103778.9917	93561532.6798	178162.493007	51053.1478518	1983873.83844	248602.530686	38255511.0078	2727445.89004	1032056.73059	76727429.7554	1257505.49191	146231.353293	4073429.94049	266277.068813	25971432.4893	776702.471529	409557.238549	4173778.17278	23840.743031	3659.31976114	1252681.82425	110270.192945	3087200.17099	337093.974617	295689.111417	1719983.49302	9922.777311	394.820439216	528604.480417	202437.477677	677965.620489	189141.187758	335423.430043	1427703.40752	9532.50473254	1135.55266705	1932706.81351	92502.4017597	3848483.83184
NMVOC - non combustion - Industrial application of adhesives (use of traditional solvent based adhesives) - air	10785056.9971	3482346.91245	132970757.54	2857538.76123	674429.879842	11647869.1878	3120552.42585	67396656.7239	3709717.18463	3005706.9774	254807973.05	485117.739858	139062.199886	5374482.87752	667032.417476	104117757.811	24404298.2784	6235788.36109	312979342.307	12150628.3121	546727.305172	25145411.6144	1245283.90879	105040953.72	2115637.5222	1115581.18214	11368834.316	64939.1142199	9967.51584574	3412143.99065	300361.806903	8409135.74979	3527456.37611	3094182.9874	17998443.1527	103835.033344	4131.52408706	5531481.97623	2118368.83827	7094443.48123	1880796.28457	3509205.16966	14400650.1711	98454.9898427	11478.6539777	19654493.6226	919402.539721	38995491.509
NMVOC - non combustion - Industrial paint application, general industry (continuous processes) - air	2820704.39075	492922.745347	31259389.1661	703475.642887	102524.119163	2988692.50731	440407.622213	17151476.6616	602064.411808	486752.582969	41259453.2427	78567.4073445	22513.7928628	874863.285497	109630.57356	16870196.7838	1185951.58377	451731.150099	33732807.7929	545899.642407	64339.1435241	1782411.56765	116909.666818	11419093.5664	342515.971999	180609.565171	1840583.41535	10513.4663166	1613.71375885	552416.849905	48627.761213	1361416.2515	146069.136892	128127.633673	745301.082819	4299.72537788	171.083095891	229054.228275	87719.9530857	293775.209539	82055.9441285	145346.021581	619184.923138	4131.89703852	492.456625866	838042.748491	40131.1450532	1668884.57147
NMVOC - non combustion - Industrial paint application, general industry (plastic parts) - air	5581019.34636	768978.909486	57863031.1365	1319126.14551	154479.925456	4912814.20614	775908.3051	29160494.2247	977407.294696	790207.021002	66981687.9783	127548.407708	36549.4869714	1420276.20357	177977.173568	27387523.7866	2087782.57785	766130.918895	55758014.8259	969742.747678	105870.395677	3028093.1325	194771.240465	18866343.7415	556049.490745	293206.346411	2988051.81203	17067.8393688	2619.74560947	896808.129198	78943.5940775	2210159.16111	262107.047968	229912.742278	1337371.26693	7715.44454801	306.992196814	411015.830414	157405.03737	527151.420051	146282.66012	260801.985389	1105814.81238	7401.66740929	879.729628392	1498235.42711	71538.3585709	2982221.43689
NMVOC - non combustion - Industrial paint application, general industry - air	14893467.6428	6171910.21132	213610360.121	3810897.50511	832276.948655	17912621.2843	4189305.40195	98850954.96	5048138.22552	3955771.95646	336335812.318	623074.164387	179392.903134	7424985.88551	999923.328454	137608566.069	17585502.9297	5227451.3875	316965112.192	8535605.90074	580409.983475	20886030.7177	1175712.96817	106861481.19	2707745.98054	1427801.5162	14550656.7641	83113.7771306	12757.1479917	4367108.76923	384424.773533	10762620.3863	2416711.75793	2119869.84658	12330995.6393	71138.8942093	2830.5673479	3789698.89501	1451325.3555	4860506.59427	1309163.21105	2404368.77095	9978965.07451	67724.2186562	7948.77441711	13584868.7824	640061.880611	26983491.8824
NMVOC - non combustion - Inorganic chemical industry, fertilizers and other - air	288437.300517	506642.510515	69325065.0763	137138.289788	36345.3911581	1854434.93549	249106.728761	3787228.09567	227307.693255	125.931494237	65439972.7392	3224.30013574	4670.32759398	92008.1519789	0.000941416614276	38326.4731252	17843.5952209	228324.9053	86211342.3303	5555.35502003	252.896258166	65034.7471227	4971.84170761	296086.923856	386.5023716	0	4009953.67167	2084.08642545	0	346909.431879	126.931740719	210178.722739	401444.078402	244958.411929	5771371.0313	54718.5747891	2376.00977688	22702.4388703	3477.35674411	102791.81828	405215.123572	1393630.03882	14142516.6393	118336.017533	28536.1427746	346026.599967	26494.0872087	386516.362852
NMVOC - non combustion - Leather coating - air	31720.860578	9212.52808086	49917820.1413	17074.5803232	2627.26330654	877887.337524	114812.664774	729308.785484	0.557070658013	0.172472013255	39599557.2907	66.5709331994	96.8305676686	130988.722383	31.1109960814	10157.8975172	34973.3024942	21793.6459417	56519092.3174	42088.0830654	5374.28608751	368910.828432	7496.18663095	231449.200668	99.5600943588	0	2577718.68148	0	0	78595.2834821	23.976225364	104166.170215	111989.747172	23236.1548269	4963348.3252	21348.7936287	6561.95387606	223232.379229	4528.38585668	108089.823431	51728.6105829	47041.5727833	13219463.6929	18030.5511687	9228.66998428	355308.535024	14888.2468354	119552.682251
NMVOC - non combustion - Manufacture of automobiles - air	57829.8044938	91591.6812972	136281882.201	463933.089415	70887.3570843	3234195.01552	103715.774691	1885360.50079	5.19414695449e-06	0.142587912865	155014729.489	292.16664752	476.861492932	745058.262314	0.0699118416908	5219.84731606	1408.79760534	14005.3802836	215080883.967	26570.2699273	1710.83482355	71356.1610764	15677.2235902	423100.057492	23.7003540615	0	10756849.9739	0	0	117102.820234	69.1042209096	449947.608312	18605.0490196	18636.2752004	12447918.2473	10191.0205036	3656.56095983	116421.08461	18051.054596	122847.554638	26499.8991066	17908.4621197	41112583.4915	22605.2631552	7261.86836985	291135.369372	66519.4346243	293686.29538
NMVOC - non combustion - Mutton and lamb - air	236.927382109	930.281086496	211348.952896	43.9618612588	4.30386988867	4145.18107363	375.45362696	2926.91787686	1378.11301011	0.00527853566034	24627.5300188	0.906182266037	1.40979210444	32.1798433438	0	18.8992289635	282.652786363	8.16593291749	38064.6052761	13.6265341361	5.34768761189	646.587437171	12.1391329233	152.427637686	2010.80054632	0	118093.859685	0	0	27015.2749344	27.7202198925	3735.98747184	4273.70928838	204.606714374	76241.1143845	148.352296625	36.7170557086	1437.03284269	109.954499096	864.885166598	23766.8834114	1012.39589233	195767.368412	279.496381036	97.2182452196	18254.8966063	1455.70534739	5005.58204418
NMVOC - non combustion - Oil refinery - air	295485.03956	36167253.0557	538979830.27	535258.375373	526704.588397	1964049.85487	2716138.57154	7235215.05337	27.7546034771	7823132.27667	177883563.565	193346.945325	10810.9587586	123519.415172	3291.27706901	8888.16239039	127036.152803	76355773.1431	774897854.963	4169208.72227	1224560.41654	2475511.85086	1223893.80838	6576690.53536	316.859745115	0	9771554.5911	0.0599520241913	0	1277.81740883	0	58363.9596169	18674.9270462	162543270.29	328355754.489	5533615.73103	403905.439459	4976298.1221	550612.917234	14651722.9893	24006.8205702	349253647.164	1024418575.25	27321151.7125	563477.055976	6978647.99591	581101.61773	21868074.2922
NMVOC - non combustion - Organic chemical industry - downstream units - air	732331.668764	1234975.87865	201087714.359	353889.529678	94147.7653596	5245378.26111	693404.98101	7969955.30852	719034.977097	398.354968889	207004121.268	10199.3229576	14773.4942293	291046.372006	0.00297795232529	121236.876461	58410.8722781	732328.111212	275005997.237	18013.2585029	826.766742641	207187.932031	16043.8605928	940446.895882	1222.61028623	0	12684555.0416	6592.52229317	0	1097367.23748	401.519015806	664851.465989	1314570.28748	802141.736087	18898953.2639	179181.650598	7780.49054273	74341.4916247	11386.9654597	336602.474361	1326537.01417	4563173.71166	46245419.458	387492.183916	93443.6489347	1133082.35847	86747.7689756	1265628.94183
NMVOC - non combustion - Organic chemical industry, storage - air	108871.162014	132845.326512	48177868.0031	61569.2682697	14319.9297539	1087614.64304	137312.853402	1755116.70672	153351.709871	84.958892906	44148667.2528	2175.25386789	3150.80722496	62072.7227752	0.000635120815461	25856.7147593	12038.0696236	154037.965599	58161941.496	3747.88542819	170.61487473	43875.2843316	3354.22183101	199753.186501	260.751401352	0	2705290.09929	1406.0158382	0	234040.272845	85.6337029228	141795.757324	270831.730151	165259.656542	3893619.27561	36915.5433566	1602.96009668	15316.0580232	2345.97692188	69347.8556242	273375.842128	940203.766627	9541160.16694	79834.6521763	19251.7297807	233444.675832	17874.0697983	260760.840462
NMVOC - non combustion - Other industrial use of solvents - air	16407262.3728	3265719.95067	212355679.02	4233821.4871	443724.188051	18878772.0211	2945246.85399	108885448.177	3484223.77871	2816899.47233	238773734.613	454679.638146	130290.199692	5062945.76239	634446.155229	97629987.1456	6863253.54487	2614225.9597	195216074.442	3159191.07252	372338.855066	10315043.7821	676571.199192	66083755.4177	1982183.75114	1045210.66067	10651691.7072	60842.7746577	9338.76797956	3196906.98612	281415.075532	7878690.02581	845320.783149	741491.0086	4313152.71942	24883.0608648	990.079764139	1325566.12402	507646.591319	1700114.72294	474868.246835	841136.02233	3583302.36816	23911.8167931	2849.90949835	4849860.60395	232244.070766	9658048.53066
NMVOC - non combustion - Pharmaceutical industry - air	5299792.63151	2328370.11734	76413140.8336	1743685.43205	198003.419836	5716619.60752	1675764.13276	25838262.0062	926670.023536	749187.327251	63504664.5469	120927.362231	34652.2009155	1346549.58085	168738.367837	25965835.7877	5320807.23829	1400464.16898	73331921.1754	2636913.40391	129588.283766	5636510.59356	287014.191103	24638283.2992	527184.928403	277985.987422	2832941.86364	16181.8468057	2483.75445811	850254.765543	74845.6273847	2095429.66679	762110.882553	668501.683898	3888583.70823	22433.6747117	892.62038493	1195082.84759	457675.949115	1532762.42318	407495.880833	758176.668368	3117564.46958	21286.4227255	2484.68799062	4253020.80567	199204.277786	8439900.17443
NMVOC - non combustion - Polystyrene processing - air	28747.4660128	151087.620426	54360031.375	75465.4014613	17704.2225456	1302395.39304	278406.096346	3305389.14066	28748.445808	59.9477947295	47833666.8529	385.882846622	542.383347862	13586.4148099	0.00313740192803	7358.62201157	337058.076723	33216.9124989	64596289.5854	16351.6626888	5292.20842753	585491.281826	10812.3464551	431709.115667	380.287766746	0	3013100.85117	2784.5333885	0	316152.230451	91.7048176754	117973.135023	4025.57185279	16304.7576678	4509691.04701	30363.0358923	9658.95272954	131062.756609	10727.3584191	355125.118298	521106.559491	501280.93325	5018483.31821	19162.554139	7498.63087639	6110547.75129	78838.4570546	698261.806406
NMVOC - non combustion - Polyvinylchloride produceduction by suspension process - air	42131.1624147	96884.5200318	27622561.9405	54146.7794004	16969.0587724	1323518.31664	126170.938365	2334419.86594	30211.3937944	58.4295119434	16926431.1929	387.083995533	525.602691782	12006.0403644	0.00295087544583	7635.97606478	1641431.95085	116426.272774	62312782.7071	50848.0889414	12109.8392899	1146069.61655	26293.9553511	1069791.04355	0	0	0	0	0	0	0	0	79.2877473385	322.925216132	67894.5810689	601.357599282	191.301181002	2595.77418243	212.461577573	6320.47491717	6497.68966462	380556.504648	3512095.99486	2499.31223896	1767.25443352	2026458.68075	17137.2206679	231961.116163
NMVOC - non combustion - Pork - air	69241.9458618	5997.9035724	6319765.69586	7462.10633447	2328.79047423	161538.844387	25547.4439842	292772.665042	0	0	405999.79467	0	0	95.829476347	0	42.0384910171	116824.510509	257.345868698	4745934.16041	733.719101991	260.551393928	8530.14376499	1978.37125194	16800.9037863	9.82346850491	0	102150.676199	0	0	56.5468297051	0.0744335627965	41552.8790693	7802.90683579	117.461420979	68024.5773125	221.255190583	69.7080147269	716.088759948	122.294676728	2230.63808833	168.426441996	2.60387656165	280.890546155	2.60062364363	0.988741320521	26.8785524291	4.42583010792	29.4872901291
NMVOC - non combustion - Poultry, dressed - air	90546.7839298	22473.9135367	4193073.41451	8386.04184259	2604.20555165	327840.931374	39127.6711288	134851.715686	7905.88014873	8.51735670047	721264.669038	337.93887938	216.323542866	10049.6338939	0	24325.9395742	192474.083849	8270.15895932	9945969.11071	3418.984867	813.941350706	42879.0908124	1557.26449538	30658.2435062	0	0	0	0	0	0	0	0	1855.06769058	128.573867991	7801.18158336	82.7722940157	28.4938699564	344.498399381	34.260424718	375.484660402	35571.4514062	2834.80864471	187131.455389	725.664317837	234.415433657	18084.2289346	992.829841055	8054.85970431
NMVOC - non combustion - Printing, offset - air	2068573.46628	463460.995331	34524114.8793	706232.301391	106623.238779	3189436.36281	438568.898317	23532469.7292	677974.182413	549379.183051	46573777.4968	88668.7967478	25418.0102678	982053.662236	121816.666448	19029928.5098	1338936.09019	510003.231334	38084247.6162	616319.201257	72638.7168372	2012337.77851	131990.693664	12892125.3638	386699.59436	203907.704455	2078013.63524	11869.6746789	1821.87841437	623677.110675	54900.6092358	1537035.21952	164911.655521	144655.747522	841442.881395	4854.37817624	193.152346727	258601.596425	99035.5868008	331671.407026	92640.9361998	164095.260316	699058.082501	4664.90044072	555.982181943	946147.967952	45307.9528605	1884166.11072
