region	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Europe	Asia	Asia	Asia	Asia	Asia	Asia	Asia	Asia	America	America	America	America	America	America	America	America	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Oceania	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Africa	Other	Other	Other	Other	Other	Other	Other	Other
sector	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other	food	mining	manufactoring	electricity	gas	construction	transport	other
stressor																																																
CO - non combustion - Primary aluminium production - air	2023257.22243	3370375.98991	1533844027.11	1300661.10278	659130.742458	6976994.70432	597696.678277	4678988.9344	1.47516791224	3753.5468074	1943668582.51	12499.5091826	11597.8455052	67489.2599118	0.0849433141695	15441.6394858	115363.217986	1277901.60545	265631383.824	166943.58022	13952.0460535	268067.574292	60860.7460795	322162.458818	7166.03581582	0	136212787.364	29626.3627224	0	1721279.63825	605.991112782	634721.889678	281259.099977	6715148.64711	71414481.2289	180783.84549	19222.0380152	229986.062094	193643.82877	461541.369166	189713.206796	12158385.2669	364578493.182	461672.502462	119080.055472	2684750.66978	482259.737837	868123.024847
CO - non combustion - Production of coke oven coke - air	42792.5304779	211446.256757	31056944.9541	146835.792571	43911.1608378	296487.545449	214293.733481	420237.187158	0.461956992321	1894.00013844	270801988.818	786.322630293	528.944931137	39420.926083	0	753.281069879	15521.9314399	401667.697092	18886507.1821	31174.2928831	11713.7346488	133877.00569	33786.3488037	82221.5746513	108.828259626	0	1448340.53764	0	0	26789.9922423	9.20299030702	5695.26407401	3419.95084967	1754069.3539	4469739.16988	126120.699178	7330.65602668	283850.51481	215451.406759	1032369.77393	5989.97133439	2015287.31793	10573060.2339	249081.286151	66234.8176185	743304.005547	295753.728153	155615.412602
CO - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	1092150.49346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CO - non combustion - Semi-chemical wood pulp, pulp of fibers other than wood - air	1822.01187067	614.334410812	2559670.73356	6890.02840906	399.171847325	13852.7759993	3502.08304702	14024.2778889	0.00115520332919	1.07949194419	59150033.8101	4961.49660397	3182.42731879	1817.91814895	0	5.60648095513	5827.33165563	6297.15002445	1875988.03747	12862.2501893	317.833989301	7674.39467945	858.626388038	4665.58990823	0	0	954435.526142	1186.97172152	0	1682.39048925	0	1325.43344615	804.887928131	2431.03503682	384127.336856	1821.01875979	168.877102263	7645.75577503	531.90129679	3761.41212005	3371.3835207	11821.1401672	1703343.23434	18971.5290344	3545.177982	277643.529332	8290.7834609	26827.6601456
CO - non combustion - Steel production: basic oxygen furnace - air	1260211.26876	1720148.28427	384256240.716	487505.470245	200122.563265	2601415.42759	429655.437008	1711606.36694	1.3578546041	3782.92559462	1682036341.8	31952.5600796	33077.6659582	73541.2397143	0.000656790860464	52841.2107859	28981.6664817	1598694.25223	161151214.787	118614.398076	6413.31883864	164761.558356	17304.9260404	92274.0274633	349.46491872	0	22235049.0094	0	0	87351.0760189	29.5522713556	111394.777512	44651.5009377	4649107.052	61332752.4946	62276.5642501	9193.14529827	158441.502494	43940.4514963	191293.285828	6560.30950078	9692713.24494	296833078.891	169511.804063	64509.6761018	572199.885525	85089.3087753	334272.044461
CO - non combustion - Steel production: electric arc furnace - air	339608.877229	901005.875016	209256681.088	251748.466705	177970.641817	1071335.82919	174469.450904	879661.162583	3.92441743338	11101.7700805	444229419.899	8171.09635302	2493.7338183	12835.8752047	1.87996892978e-06	41208.6970187	12736.7020628	708405.562233	135015876.742	84193.0734683	2818.88949094	75017.9942777	7819.23343103	47398.4763831	89.0322990244	0	5664767.55228	0	0	22254.2140959	7.5289578989	28379.7674957	19623.19401	2043163.78484	26954177.9357	27368.9590919	4040.1525136	69630.9928533	19310.7059447	84068.5124077	2877.64917022	4256259.24377	130052056.105	74238.5861253	28279.268554	250712.569538	37308.3187695	146618.084248
CO2 - non combustion - Cement production - air	16068242.2953	415095630.294	23440578501.8	13251294.8572	2006146.62627	295398027.4	48523473.7458	152295023.174	8843.32496918	3483389.80165	229323854034	1274850.10591	1126922.39658	22478446.5144	0	11079491.4028	21431241.602	193143733.21	13536153644	2472295.46485	567838.390514	49505534.9508	4592423.14229	21157803.9905	0	0	1196609887.63	0	0	359621.652055	0	7351030.46594	219523673.112	2499689994.12	9896119920.95	24965713.1598	2956544.95443	210282340.057	39780176.3635	119634488.797	1228299909.66	8611847769.06	68300577750.1	176657200.946	30615271.7503	1629489525.82	361411801.209	506683861.986
CO2 - non combustion - Lime production - air	13423601.6522	162843768.814	9285233692.44	6670195.77089	1005583.46174	134458150.957	21782302.4256	64060032.2438	1144.85479689	442750.314705	40501649905	72666.5202914	38563.2097916	1468546.1302	0	1658307.3387	7743621.0918	82233078.2429	5814639907.15	893227.047932	205220.729895	17725417.8823	1649305.55933	7634712.0884	0	0	458154062.953	0	0	137690.756793	0	2814538.39692	34319037.4336	390786803.376	1810408687.04	3902992.47612	462208.815691	32874301.8815	6218998.35392	19208420.1146	187596885.308	1122976047.28	9121861078.21	25834980.2469	4410585.94043	236170858.686	53954025.5923	71096225.201
Cd - non combustion - Agglomeration plant - pellets - air	0.117763652999	0.12010540434	41.8180041	0.04648461948	0.0230889057286	0.257611947244	0.0415884086865	0.189796872315	1.67549396836e-07	0.000470661645897	33.2676111059	0.00200644577407	0.00193988530207	0.00447991773587	3.7422672278e-11	0.00379088885331	0.00157327352265	0.0885394290556	15.2137806844	0.0163356796002	0.000348271207652	0.00974950761679	0.00100549943054	0.00709879744327	6.61711958613e-06	0	0.421020738899	0	0	0.0016539929619	5.59572372295e-07	0.00210926054256	0.00242391251782	0.252377379111	3.32945642145	0.00338069136496	0.000499051084478	0.00860101750608	0.00238531310669	0.0103843808238	0.000359115312657	0.528060299517	16.3325376735	0.00934343963271	0.00354096729471	0.0314765189117	0.00466647040095	0.0183030824102
Cd - non combustion - Agglomeration plant - sinter - air	4.77222501944	9.41867810149	2144.38228589	1.94040898068	0.652566726347	10.5341672238	2.14149471094	7.88626670892	1.32963674118e-05	0.0371911954684	13491.3925412	0.238914924972	0.242085719513	0.545021141984	4.76499947134e-09	0.506154019479	0.274996387579	15.0546401636	1007.67354677	0.479663373228	0.0608455764297	1.5108038059	0.159886664027	0.739013523752	0.00297770381376	0	189.459332504	0	0	0.744296832855	0.000251807567533	0.949167244151	0.423681690824	44.1136690872	581.963959424	0.590919442485	0.0872303788711	1.50339321778	0.41693480386	1.81511172258	0.0617045278891	91.626588958	2776.69654167	1.58268724295	0.605001150235	5.35394039078	0.798756707185	3.14319523904
Cd - non combustion - Glass production - air	1.25907907356e-05	0.0232044142039	2.19040757471	4.75810018865e-05	3.35861646616e-06	0.18090794589	0.00402638442381	0.0209189522201	0	0	56.1426896677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128143998918	0.397380420877	3.41467068488	0.0163695484844	0.00201509733814	0.0495072887085	0.0136840472441	0.0430942027071	0	0	0	0	0	0	0	0
Cd - non combustion - Nickel, unwrought - air	0.000940738040678	0.492691379437	150.088671256	0.0854153724994	0.0550801925981	0.440663564134	0.0588422461213	0.645782336279	0	0	137.400639397	0	0	0	0	0	0.0930699863026	2.81628323795	81.4198128434	2.7994987771	0.0272454176841	0.507661568948	0.107842310339	0.382931606354	0.00909323222717	0	161.377167158	0.0408115992356	0	2.1895991936	0.000768963211706	0.836411443334	0.0232260786838	0.804630839436	34.6418756809	0.0755743061246	0.00634685220777	0.11973781269	0.0466148175493	0.22744346545	0.0415397119361	1.76742865704	190.021961585	0.627706068873	0.157874061876	3.85218321366	0.306775940458	0.608389305629
Cd - non combustion - Production of coke oven coke - air	9.88057435194	36.8590005857	5593.38141865	33.3134416674	10.1596035998	61.3800659106	44.3037232074	86.890241316	8.66169360604e-05	0.355125025959	83784.8864801	0.14743549318	0.0991771745882	7.39142364056	0	0.141240200602	1.55469084496	40.2553448576	2199.90832688	3.22487371736	1.17325837247	13.409978599	3.39078350233	8.522642857	0.0204052986798	0	271.563850808	0	0	5.02312354543	0.00172556068256	1.06786201388	0.342545404016	175.689190259	447.693162006	12.6323645437	0.734245210162	28.4307270922	21.5798098915	103.403100468	0.616519922877	206.422647161	1085.15887206	25.5008468206	6.79795493591	76.54499721	30.306708346	15.9622919908
Cd - non combustion - Production of gascoke - air	0	0	0	0	0	0	0	0	0	0	546.953959978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cd - non combustion - Refined copper; unwrought, not alloyed - air	0.0136500450076	6.34854513101	728.642382677	1.0871468258	0.322867975335	2.21188704355	0.329309334271	3.98121138484	1.54469476312e-06	0.00477740601107	2312.52889859	0.0695619202896	0.0493657574991	0.385746431922	1.09262677824e-06	0.0319527244536	0.602404745886	9.29280698104	723.07775974	11.6518914599	0.0117285510526	2.52555961288	0.223511448943	0.772928401737	0	0	565.941939505	0.199157296513	0	0.334699559456	0	3.36054267452	1.41872800247	23.255123311	214.213158807	1.11860729546	0.110029244092	3.23420372835	1.37316662347	2.64844564856	0.418545786745	15.7635450132	849.414114509	2.02550403462	0.552213289514	9.13486195543	1.58363744611	2.2121417165
Cd - non combustion - Refined lead, unwrought - air	0.031889012063	1.76036940304	508.754706106	0.940660795831	0.430938069277	3.40373873035	0.280897063879	2.21507207421	2.99734922781e-07	0.00102976597523	2588.49505333	0.00327368071225	0.00289073759484	0.0280467254946	1.61743029132e-08	0.00618871298773	0.517592066135	7.10055497631	466.194246931	12.9923806082	0.0344087417893	1.00649233589	0.36953291899	0.696536482525	0.00912327509361	0	233.169612331	0.0877672867762	0	2.27551948382	0.000771503766977	1.40331749951	0.288715552193	34.8431112384	88.9696767593	0.577157063901	0.0546211426634	0.804059850924	0.312456193645	1.27408383488	0.0450911341551	27.1022891085	350.748107566	1.51864987734	0.436690834607	5.6177961139	1.26549971149	1.43811985787
Cd - non combustion - Steel production: basic oxygen furnace - air	1307.98110094	1041.11202054	179214.85852	218.298456895	81.1786106602	1844.42821666	370.763401683	733.260863796	0.00118649089295	3.28343068836	163810.197646	38.9513564168	41.1046177287	90.2204510185	8.22416777568e-07	13.3924509336	53.0115797689	2892.62878856	177577.38347	38.631777481	11.7286471373	286.859470289	30.4621054406	131.126441333	0.0185771667363	0	1181.99049664	0	0	4.64348613227	0.0015709659053	5.92162258507	81.6739301468	8503.87639015	112186.305897	113.912671501	16.815567028	289.811986951	80.3733198382	349.902559514	11.9074847378	17670.9934256	536191.113085	305.693475627	116.791701359	1033.83539706	154.177435693	606.581339868
Cd - non combustion - Steel production: electric arc furnace - air	715.579069432	631.248875158	122442.129522	140.765936932	61.1136218295	1103.85183097	212.925907264	506.584779503	0.00842680859302	23.8388946598	948602.004123	17.3823794635	5.17419952409	27.1532218	3.59718012911e-10	83.4063064927	45.1577590222	2465.8817358	166112.558737	42.9404758396	9.99113877667	245.176826259	26.0160591237	113.832498276	0.0170356654212	0	1083.91096004	0	0	4.25817764682	0.00144060985891	5.43025653708	69.5736982759	7244.00220587	95565.5762268	97.0361757121	14.3242915413	246.875492591	68.4657771923	298.0634709	10.047998531	14992.6654344	449766.616439	255.889404049	98.2424356751	867.439428066	129.823368065	511.701634659
Cd - non combustion - Steel production: open hearth furnace - air	210.075753285	272.839160187	43328.2717196	46.7379645036	14.6284411228	336.42240059	67.8563303071	147.402608739	2.06011216541e-05	0.0530953633821	7264.33686755	2.63204776106	2.87689006805	6.19569806028	5.83387305564e-08	0.405316774427	0.168051893047	9.40546730602	2333.60344352	1.43512780533	0.0371973210627	1.01619869378	0.105335031065	0.694454094917	0.00474180454361	0	301.701975713	0	0	1.18524551956	0.000400987587257	1.51148866122	0.258914347272	26.9581199398	355.641562884	0.361114310708	0.0533069922465	0.918732345783	0.254791285379	1.1092253384	0.0382146132233	56.3140035419	1733.97190899	0.991175109411	0.376340736268	3.34211394888	0.496159073312	1.94745755833
Cd - non combustion - Unrefined copper; copper anodes for electrolytic refining - air	0.00709285218531	0.801925054358	865.804486409	1.11890749073	0.429628411673	2.63894181715	0.0760863829461	4.64657937104	3.24059532531e-08	0.000152875988564	2282.9048801	0.105563642688	0.077554996588	0.515563233286	1.76845976339e-06	0.00196046168562	0.892363791478	15.7700306906	853.073120417	9.96781361459	0.0213930386026	4.55753904388	0.400176597352	1.38724940818	0	0	457.391801897	0.160958056568	0	0.270502721052	0	2.71597590134	0.731037136303	11.9828175099	92.4578867054	0.576392002201	0.0566954788874	1.66650903322	0.707560430432	1.29999749159	0.441205391266	22.5658824503	1026.57014994	2.3035602728	0.676336094019	10.2057451466	1.72897522022	2.7173588301
Cd - non combustion - Zinc, unwrought, not alloyed - air	0.0237030468661	4.47181106319	914.578099517	1.22247364971	0.386326215178	3.29601553234	0.329969064353	8.18469772725	9.1110825397e-07	0.00313760998346	3392.32153376	0.0216211170421	0.0216385791598	0.135236742589	1.29532267844e-07	0.0189520187662	0.654173993523	7.98641950938	406.554991413	24.1513531007	0.0327304422391	1.01290183859	0.36153650136	0.693742146213	0.0225404484856	0	576.081240698	0.21684252486	0	5.62201941481	0.00190611822373	3.46711082173	3.31524999174	400.094914762	572.934115593	6.6273532437	0.627201206823	9.23282238828	3.58785796447	11.5517453939	0.068005082988	39.7077087608	556.652705265	2.4451006887	0.692377263676	9.23133016635	2.05615131338	2.22793486352
Cr - non combustion - Agglomeration plant - pellets - air	2.47303671297	2.52221349114	878.1780861	0.97617700908	0.484867020301	5.40985089212	0.873356582416	3.98573431862	3.51853733355e-06	0.00988389456384	698.619833223	0.0421353612555	0.0407375913435	0.0940782724534	7.85876117838e-10	0.0796086659195	0.0330387439758	1.85932801017	319.489394372	0.343049271604	0.00731369536067	0.204739659953	0.0211154880414	0.149074746309	0.000138959511309	0	8.84143551687	0	0	0.0347338521999	1.17510198182e-05	0.0442944713937	0.0509021628741	5.29992496133	69.9185848504	0.0709945186641	0.010480072774	0.180621367628	0.0500915752406	0.2180719973	0.0075414215658	11.0892662898	342.983291143	0.196212232287	0.074360313189	0.661006897147	0.0979958784199	0.384364730613
Cr - non combustion - Agglomeration plant - sinter - air	19.0889000777	37.674712406	8577.52914356	7.76163592274	2.61026690539	42.1366688953	8.56597884374	31.5450668357	5.31854696473e-05	0.148764781874	53965.5701647	0.955659699888	0.968342878053	2.18008456793	1.90599978854e-08	2.02461607792	1.09998555032	60.2185606543	4030.69418709	1.91865349291	0.243382305718	6.0432152236	0.639546656109	2.95605409501	0.011910815255	0	757.837330017	0	0	2.97718733142	0.00100723027013	3.79666897661	1.6947267633	176.454676349	2327.85583769	2.36367776994	0.348921515484	6.01357287113	1.66773921544	7.26044689032	0.246818111556	366.506355832	11106.7861667	6.33074897178	2.42000460094	21.4157615631	3.19502682874	12.5727809561
Cr - non combustion - Glass production - air	2.22760143783e-05	0.0410539635915	3.87533647834	8.41817725684e-05	5.94216759398e-06	0.320067904267	0.00712360321136	0.0370104539279	0	0	99.3293740276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.226716305779	0.703057667705	6.04134044248	0.0289615088569	0.00356517221363	0.0875898184842	0.0242102374319	0.0762435894049	0	0	0	0	0	0	0	0
Cr - non combustion - Pig iron production, blast furnace - air	8323.75817548	13842.458615	3059613.67544	2631.9963471	1170.53750275	19570.9764852	3476.96415669	11641.781391	0.0156729388372	44.3237165897	12882027.8723	39.328025335	17.3645415086	68.979321823	1.58337020613e-07	584.114432075	313.122079141	17230.5767666	1568311.24199	1045.20086911	69.2874702465	1760.87496447	185.386495367	947.009175455	3.1865566507	0	202747.799576	0	0	796.500985715	0.269469070534	1015.74078003	482.421216847	50229.6190314	662647.849897	672.844927397	99.3240596241	1711.82470527	474.738936754	2066.76008165	70.6475556451	104575.363642	3190105.5888	1820.49464995	693.953243989	6150.08419981	915.654267584	3599.38116023
Cr - non combustion - Steel production: basic oxygen furnace - air	44900.8437637	35739.6663767	6152151.85963	7493.82762476	2786.72842564	63316.1925122	12727.6988637	25171.641593	0.0407302843849	112.714784824	5623335.14308	1337.1361158	1411.05404143	3097.11996033	2.82322177374e-05	459.740852946	1819.80049953	99299.1972196	6095940.02956	1326.16549562	402.625200238	9847.4146517	1045.71406736	4501.35544875	0.63772363423	0	40575.7931682	0	0	159.403255287	0.0539286803314	203.279581278	2803.73193041	291924.114887	3851171.69497	3910.43499183	577.250808424	9948.76970129	2759.08411385	12011.5804012	408.764401448	606616.192221	18406560.5984	10493.9551335	4009.26736007	35489.8718393	5292.65824019	20822.9415179
Cr - non combustion - Steel production: electric arc furnace - air	357.789534717	315.624437579	61221.0647609	70.3829684663	30.5568109148	551.925915484	106.462953632	253.292389751	0.0042134042965	11.9194473299	474301.00206	8.69118973172	2.58709976204	13.5766109	1.79859006456e-10	41.7031532464	22.5788795111	1232.9408679	83056.2793685	21.4702379198	4.99556938831	122.58841313	13.0080295619	56.9162491382	0.0085178327106	0	541.955480017	0	0	2.12908882341	0.000720304929455	2.71512826854	34.7868491379	3622.00110293	47782.7881134	48.518087856	7.16214577062	123.437746295	34.2328885962	149.03173545	5.02399926552	7496.33271717	224883.30822	127.944702025	49.1212178376	433.719714033	64.9116840326	255.850817329
Cr - non combustion - Steel production: open hearth furnace - air	603.967790693	784.412585538	124568.781194	134.371647948	42.056768228	967.214401697	195.086949633	423.782500126	5.92282247556e-05	0.152649169724	20884.9684942	7.56713731305	8.27105894565	17.8126319233	1.67723850349e-07	1.16528572648	0.483149192511	27.0407185048	6709.10990012	4.12599244033	0.106942298055	2.92157124464	0.302838214313	1.99655552289	0.0136326880629	0	867.393180175	0	0	3.40758086873	0.00115283931336	4.34552990101	0.74437874841	77.5045948269	1022.46949329	1.03820364329	0.153257602709	2.64135549413	0.732524945464	3.1890228479	0.109867013017	161.902760183	4985.16923836	2.84962843956	1.08197961677	9.60857760303	1.42645733577	5.59894048019
Cu - non combustion - Agglomeration plant - pellets - air	4.23949150795	4.32379455625	1505.4481476	1.67344630128	0.831200606232	9.27403010078	1.49718271271	6.83268740335	6.03177828609e-06	0.0169438192523	1197.63399981	0.0722320478665	0.0698358708745	0.161277038491	1.34721620201e-09	0.136471998719	0.0566378468156	3.187419446	547.696104639	0.588084465607	0.0125377634755	0.350982274205	0.0361979794995	0.255556707957	0.000238216305101	0	15.1567466003	0	0	0.0595437466284	2.01446054026e-05	0.0759333795321	0.0872608506413	9.08558564796	119.860431172	0.121704889139	0.0179658390412	0.309636630219	0.0858712718409	0.373837709657	0.0129281512557	19.0101707826	587.971356245	0.336363826778	0.12747482261	1.13315468082	0.167992934434	0.658910966766
Cu - non combustion - Agglomeration plant - sinter - air	39.3708564104	77.7040943374	17691.1538586	16.0083740906	5.38367549236	86.9068795965	17.6673313652	65.0617003485	0.000109695031148	0.306827362614	111303.988464	1.97104813102	1.99720718599	4.49642442137	3.93112456386e-08	4.1757706607	2.26872019753	124.200781349	8313.30676085	3.95722282913	0.501976005542	12.4641313986	1.31906497823	6.09686157095	0.0245660564636	0	1563.03949316	0	0	6.14044887106	0.00207741243214	7.83062976425	3.4953739493	363.93776997	4801.20266523	4.8750854005	0.719650625687	12.4029940467	3.43971213184	14.9746717113	0.509062355085	755.919358904	22907.7464689	13.0571697543	4.99125948944	44.170008224	6.58974283428	25.931360722
Cu - non combustion - Glass production - air	6.77965654993e-07	0.00124946845713	0.117945023254	2.56205394773e-06	1.80848578947e-07	0.00974119708638	0.000216805315129	0.00112640511954	0	0	3.02306790519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00690006148022	0.021397407278	0.183866883032	0.00088143722608	0.000108505241285	0.0026657770843	0.000736833313145	0.00232045706885	0	0	0	0	0	0	0	0
Cu - non combustion - Pig iron production, blast furnace - air	54.2853794053	90.2769040105	19954.0022312	17.1651935681	7.63394023532	127.636803164	22.6758531958	75.9246612457	0.000102214818503	0.289067716889	84013.2252539	0.25648712175	0.113247009839	0.449865142324	1.03263274313e-09	3.80944194831	2.04210051613	112.373326739	10228.1167956	6.81652740726	0.451874805955	11.4839671596	1.20904236109	6.17614679645	0.0207818912002	0	1322.2682581	0	0	5.19457164597	0.00175740698173	6.62439639148	3.14622532726	327.584471944	4321.61641239	4.38811909173	0.647765606243	11.1640741648	3.09612350057	13.4788700977	0.46074492812	682.013241142	20805.0364487	11.8727911953	4.52578202602	40.1092447813	5.97165826685	23.474224958
Cu - non combustion - Steel production: basic oxygen furnace - air	390.442119684	310.779707624	53496.9726925	65.1637184762	24.2324210925	550.575587064	110.675642293	218.88383994	0.000354176385955	0.980128563691	48898.5664616	11.6272705722	12.2700351429	26.931477916	2.45497545543e-07	3.99774654735	15.8243521698	863.47128017	53008.1741701	11.5318738749	3.50108869772	85.6296926236	9.09316580316	39.1422212935	0.00554542290635	0	352.832984072	0	0	1.38611526337	0.000468945046359	1.76764853286	24.3802776557	2538.47056423	33488.4495215	34.0037825376	5.01957224716	86.5110408808	23.9920357726	104.448525228	3.55447305608	5274.92341062	160057.048682	91.2517837693	34.8631944354	308.607581211	46.0231151321	181.069056677
Cu - non combustion - Steel production: electric arc furnace - air	71.5579069432	63.1248875158	12244.2129522	14.0765936932	6.11136218295	110.385183097	21.2925907264	50.6584779503	0.000842680859302	2.38388946598	94860.2004123	1.73823794635	0.517419952409	2.71532218	3.59718012911e-11	8.34063064927	4.51577590222	246.58817358	16611.2558737	4.29404758396	0.999113877667	24.5176826259	2.60160591237	11.3832498276	0.00170356654212	0	108.391096004	0	0	0.425817764682	0.000144060985891	0.543025653708	6.95736982759	724.400220587	9556.55762268	9.70361757121	1.43242915413	24.6875492591	6.84657771923	29.80634709	1.0047998531	1499.26654344	44976.6616439	25.5889404049	9.82424356751	86.7439428066	12.9823368065	51.1701634659
Cu - non combustion - Steel production: open hearth furnace - air	78.7784074818	102.31468507	16248.1018949	17.5267366889	5.48566542105	126.158400221	25.4461238651	55.2759782773	7.72542062028e-06	0.0199107612683	2724.12632533	0.987017910398	1.07883377552	2.3233867726	2.18770239586e-08	0.15199379041	0.0630194598927	3.52705023976	875.101291319	0.538172927	0.0139489953985	0.38107451017	0.0395006366494	0.260420285594	0.00177817670386	0	113.138240892	0	0	0.444467069834	0.000150370345221	0.566808247958	0.0970928802273	10.1092949774	133.365586082	0.135417866516	0.0199901220924	0.344524629669	0.0955467320171	0.4159595019	0.0143304799587	21.1177513282	650.239465873	0.371690666029	0.141127776101	1.25329273083	0.186059652492	0.730296584373
HCB - non combustion - Agglomeration plant - pellets - air	0.0376843689596	0.0384337293888	13.381761312	0.0148750782336	0.00738844983317	0.0824358231181	0.0133082907797	0.0607349991409	5.36158069874e-08	0.000150611726687	10.6456355539	0.000642062647702	0.000620763296663	0.00143357367548	1.1975255129e-11	0.00121308443306	0.00050344752725	0.0283326172978	4.86840981901	0.00522741747207	0.000111446786449	0.00311984243737	0.000321759817773	0.00227161518184	2.11747826756e-06	0	0.134726636448	0	0	0.000529277747808	1.79063159134e-07	0.000674963373619	0.000775652005702	0.0807607613154	1.06542605486	0.00108182123679	0.000159696347033	0.00275232560194	0.000763300194145	0.00332300186362	0.00011491690005	0.168979295846	5.22641205551	0.00298990068247	0.00113310953431	0.0100724860518	0.0014932705283	0.00585698637125
HCB - non combustion - Agglomeration plant - sinter - air	0.0381778001555	0.075349424812	17.1550582871	0.0155232718455	0.00522053381077	0.0842733377905	0.0171319576875	0.0630901336713	1.06370939295e-07	0.000297529563747	107.931140329	0.00191131939978	0.00193668575611	0.00436016913588	3.81199957707e-11	0.00404923215583	0.00219997110064	0.120437121308	8.06138837416	0.00383730698583	0.000486764611436	0.0120864304472	0.00127909331222	0.00591210819002	2.38216305101e-05	0	1.51567466003	0	0	0.00595437466284	2.01446054026e-06	0.00759333795321	0.00338945352659	0.352909352698	4.65571167539	0.00472735553988	0.000697843030968	0.0120271457423	0.00333547843088	0.0145208937806	0.000493636223112	0.733012711664	22.2135723334	0.0126614979436	0.00484000920188	0.0428315231263	0.00639005365748	0.0251455619123
Hg - non combustion - Agglomeration plant - pellets - air	0.235527305997	0.240210808681	83.6360082001	0.09296923896	0.0461778114573	0.515223894488	0.083176817373	0.37959374463	3.35098793671e-07	0.000941323291794	66.5352222118	0.00401289154814	0.00387977060414	0.00895983547175	7.48453445559e-11	0.00758177770661	0.00314654704531	0.177078858111	30.4275613688	0.0326713592004	0.000696542415305	0.0194990152336	0.00201099886109	0.0141975948865	1.32342391723e-05	0	0.842041477797	0	0	0.00330798592379	1.11914474459e-06	0.00421852108512	0.00484782503563	0.504754758221	6.65891284289	0.00676138272992	0.000998102168955	0.0172020350122	0.00477062621339	0.0207687616476	0.000718230625314	1.05612059903	32.6650753469	0.0186868792654	0.00708193458942	0.0629530378234	0.00933294080189	0.0366061648203
Hg - non combustion - Agglomeration plant - sinter - air	58.459756488	115.378806743	26268.6830021	23.7700100134	7.99394239775	129.043548492	26.233310209	96.6067671843	0.000162880500795	0.455592144488	165269.558629	2.92670783091	2.96555006404	6.67650898931	5.83712435239e-08	6.20038673861	3.36870574785	184.419342004	12344.0009479	5.87587632204	0.745358311263	18.5073466223	1.95861163434	9.05291566596	0.0364768717185	0	2320.87682318	0	0	9.11763620247	0.00308464270228	11.6272987408	5.19010071259	540.392446319	7129.05850293	7.23876317044	1.06857214117	18.4165669178	5.10745134729	22.2351186016	0.755880466641	1122.42571474	34014.5326355	19.3879187261	7.41126409039	65.5857697872	9.78476966301	38.5041416782
Hg - non combustion - Glass production - air	2.90556709283e-07	0.000535486481628	0.0505478671089	1.09802312046e-06	7.75065338347e-08	0.00417479875131	9.29165636265e-05	0.000482745051233	0	0	1.29560053079	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00295716920581	0.00917031740486	0.0788000927278	0.000377758811177	4.65022462646e-05	0.00114247589327	0.000315785705633	0.000994481600934	0	0	0	0	0	0	0	0
Hg - non combustion - Nickel, unwrought - air	0.00195987091808	1.02644037383	312.684731783	0.177948692707	0.114750401246	0.918049091947	0.122588012753	1.34537986725	0	0	286.251332077	0	0	0	0	0	0.193895804797	5.86725674574	169.624610091	5.83228911894	0.0567612868419	1.05762826864	0.224671479874	0.797774179905	0.0189442338066	0	336.202431579	0.0850241650742	0	4.56166498667	0.00160200669106	1.74252384028	0.0483876639246	1.67631424883	72.1705743352	0.157446471093	0.0132226087662	0.249453776438	0.0971142032276	0.47384055302	0.0865410665336	3.68214303551	395.879086635	1.30772097682	0.328904295576	8.0253816951	0.63911654262	1.26747772006
Hg - non combustion - Pig iron production, blast furnace - air	0.361902529369	0.601846026737	133.026681541	0.114434623787	0.0508929349022	0.850912021095	0.151172354639	0.506164408304	6.81432123355e-07	0.00192711811259	560.08816836	0.001709914145	0.000754980065592	0.00299910094883	6.88421828751e-12	0.0253962796554	0.0136140034409	0.749155511593	68.1874453041	0.0454435160484	0.00301249870636	0.0765597810638	0.00806028240725	0.0411743119763	0.000138545941334	0	8.81512172068	0	0	0.0346304776398	1.17160465449e-05	0.0441626426099	0.0209748355151	2.18389647962	28.8107760825	0.0292541272782	0.00431843737496	0.0744271610986	0.0206408233371	0.0898591339847	0.00307163285413	4.54675494095	138.700242991	0.079151941302	0.0301718801734	0.267394965209	0.0398110551123	0.156494833053
